id_municipio,sigla_uf,ano,populacao
2100436,MA,2019,27053
2100477,MA,2017,31312
2100477,MA,2019,31919
2100501,MA,2017,11001
2100501,MA,2019,11190
2100550,MA,2017,6895
2100550,MA,2019,6962
2100600,MA,2017,41106
2100600,MA,2019,41435
2100709,MA,2017,27352
2100709,MA,2019,26803
2100808,MA,2017,15696
2100808,MA,2019,15732
2100832,MA,2017,18374
2100832,MA,2019,17239
2100873,MA,2017,15332
2100873,MA,2019,15426
2100907,MA,2017,46074
2100907,MA,2019,46440
2100956,MA,2017,32145
2100956,MA,2019,32701
2101004,MA,2017,29388
2101004,MA,2019,29848
2101103,MA,2017,11975
2101103,MA,2019,12130
2101202,MA,2017,103359
2101202,MA,2019,104949
2101251,MA,2017,17053
2101251,MA,2019,17055
2101301,MA,2017,17435
2101301,MA,2019,18582
2101350,MA,2017,5574
2101350,MA,2019,5644
2101400,MA,2017,94779
2101400,MA,2019,94887
2101509,MA,2017,18619
2101509,MA,2019,18820
2101608,MA,2017,87135
2101608,MA,2019,88212
2101707,MA,2017,62458
2101707,MA,2019,62528
2101731,MA,2017,7422
2101731,MA,2019,7469
2101772,MA,2017,11103
2101772,MA,2019,11209
2101806,MA,2017,5528
2101806,MA,2019,5632
2101905,MA,2017,20881
2101905,MA,2019,21280
2101939,MA,2017,5973
2101939,MA,2019,6043
2101970,MA,2017,9320
2101970,MA,2019,9287
2102002,MA,2017,41120
2102002,MA,2019,41630
2102036,MA,2017,34278
2102036,MA,2019,34028
2102077,MA,2017,16214
2102077,MA,2019,16294
2102101,MA,2017,36102
2102101,MA,2019,36397
2102150,MA,2017,8696
2102150,MA,2019,9188
2102200,MA,2017,28306
2102200,MA,2019,28678
2102309,MA,2017,23495
2102309,MA,2019,23884
2102325,MA,2017,71979
2102325,MA,2019,72358
2102358,MA,2017,15180
2102358,MA,2019,15430
2102374,MA,2017,8930
2102374,MA,2019,9431
2102408,MA,2017,11019
2102408,MA,2019,11177
2102507,MA,2017,19110
2102507,MA,2019,19379
2102556,MA,2017,14219
2102556,MA,2019,14374
2102606,MA,2017,19943
2102606,MA,2019,20178
2102705,MA,2017,21759
2102705,MA,2019,21995
2102754,MA,2017,10713
2102754,MA,2019,10934
2102804,MA,2017,23803
2102804,MA,2019,24322
2102903,MA,2017,23576
2102903,MA,2019,23807
2103000,MA,2017,162657
2103000,MA,2019,164880
2103109,MA,2017,10490
2103109,MA,2019,10675
2103125,MA,2017,8615
2103125,MA,2019,8673
2103158,MA,2017,13555
2103158,MA,2019,13458
2103174,MA,2017,21565
2103174,MA,2019,21622
2103208,MA,2017,78965
2103208,MA,2019,79675
2103257,MA,2017,14539
2103257,MA,2019,14697
2103307,MA,2017,120810
2103307,MA,2019,122859
2103406,MA,2017,48756
2103406,MA,2019,49435
2103505,MA,2017,40575
2103505,MA,2019,41178
2103554,MA,2017,16192
2103554,MA,2019,16237
2103604,MA,2017,64403
2103604,MA,2019,65296
2103703,MA,2017,30706
2103703,MA,2019,32695
2103752,MA,2017,12659
2103752,MA,2019,12908
2103802,MA,2017,22912
2103802,MA,2019,23350
2103901,MA,2017,11208
2103901,MA,2019,11349
2104008,MA,2017,16653
2104008,MA,2019,17241
2104057,MA,2017,42110
2104057,MA,2019,41946
2104073,MA,2017,8372
2104073,MA,2019,8504
2104081,MA,2017,10326
2104081,MA,2019,10360
2104099,MA,2017,18997
2104099,MA,2019,19089
2104107,MA,2017,12403
2104107,MA,2019,12631
2104206,MA,2017,15262
2104206,MA,2019,15552
2104305,MA,2017,11830
2104305,MA,2019,11819
2104404,MA,2017,17586
