id_municipio,sigla_uf,ano,valor
2502300,PB,2019,5117768
2507804,PB,2019,5578216
2513307,PB,2019,5930790
2511905,PB,2019,16866429
5209101,GO,2019,57061922
5214606,GO,2019,34167189
5211008,GO,2019,5965166
5218607,GO,2019,8421822
5220207,GO,2019,18244143
5214101,GO,2019,3250580
5200829,GO,2019,3424383
5215603,GO,2019,29721333
5210802,GO,2019,6901688
5221452,GO,2019,4501942
5205109,GO,2019,69914266
5218789,GO,2019,5878066
5201702,GO,2019,11738555
5212006,GO,2019,3028919
5216908,GO,2019,3457500
5218003,GO,2019,30364651
5204102,GO,2019,9704442
5222005,GO,2019,15818613
5205513,GO,2019,19396619
5209804,GO,2019,2994657
5203203,GO,2019,21767710
5203500,GO,2019,24216687
5209200,GO,2019,10797257
5211503,GO,2019,85054395
5200605,GO,2019,7708138
5209408,GO,2019,4285711
5207600,GO,2019,4039634
5203807,GO,2019,5659135
5219753,GO,2019,52837792
5206305,GO,2019,4369826
5216007,GO,2019,3204633
5203559,GO,2019,5671756
5211602,GO,2019,2219959
5205000,GO,2019,7291155
5215801,GO,2019,1771128
5204904,GO,2019,15353624
5213756,GO,2019,17860095
5203302,GO,2019,22241302
5200852,GO,2019,3905979
5220504,GO,2019,6959051
5207501,GO,2019,3376792
5221007,GO,2019,3070657
5212055,GO,2019,2403194
5212907,GO,2019,1755181
5207808,GO,2019,5876993
5203575,GO,2019,3280627
5220157,GO,2019,4230447
5219506,GO,2019,2687189
5201405,GO,2019,255747780
5205406,GO,2019,13004465
5217302,GO,2019,17515559
5212303,GO,2019,6238447
5208103,GO,2019,3151096
5221908,GO,2019,3079950
5221700,GO,2019,9006491
5210109,GO,2019,24750829
5203104,GO,2019,3871424
5219001,GO,2019,5979547
5208301,GO,2019,3955092
5215009,GO,2019,5296026
5219100,GO,2019,4509511
5209705,GO,2019,21793199
5204003,GO,2019,7632433
5204409,GO,2019,13788860
5219738,GO,2019,5756836
5207352,GO,2019,5711039
5212105,GO,2019,7228293
5218300,GO,2019,31976010
5205521,GO,2019,5121453
5205497,GO,2019,57283672
5214408,GO,2019,4348859
5201603,GO,2019,2372204
5220702,GO,2019,3081330
5220280,GO,2019,1924345
5204854,GO,2019,6948718
5212709,GO,2019,4798188
5214903,GO,2019,3875624
2102903,MA,2019,30182068
2102150,MA,2019,13907664
2112605,MA,2019,42487447
2112902,MA,2019,32055674
2101970,MA,2019,10293706
2105989,MA,2019,8478519
2107902,MA,2019,19901756
2107506,MA,2019,91213140
2102002,MA,2019,42039233
2104107,MA,2019,14784650
2101350,MA,2019,6299073
2102036,MA,2019,38017335
2112456,MA,2019,33708456
2111250,MA,2019,8136832
2100600,MA,2019,38226013
2101608,MA,2019,79292225
2111631,MA,2019,6658965
2105203,MA,2019,11707420
2102507,MA,2019,19805097
2100501,MA,2019,10574717
2111029,MA,2019,17519533
2109759,MA,2019,8740938
2104404,MA,2019,21855797
2103000,MA,2019,140105790
2105963,MA,2019,11891578
2101103,MA,2019,12495887
2104099,MA,2019,21649923
2103125,MA,2019,11904244
2109551,MA,2019,9324399
2107803,MA,2019,55661011
2112209,MA,2019,124203616
2104206,MA,2019,16949676
2112852,MA,2019,14329846
2105302,MA,2019,197900804
2102556,MA,2019,15044453
2106326,MA,2019,25877184
2100402,MA,2019,11916289
2102101,MA,2019,37103055
2102754,MA,2019,15337660
2102374,MA,2019,13505442
2105500,MA,2019,27784196
2106508,MA,2019,23707713
2109304,MA,2019,17052597
2110237,MA,2019,10225782
2101806,MA,2019,5161696
2110856,MA,2019,9526494
2111052,MA,2019,13367625
2108256,MA,2019,36488792
2105708,MA,2019,37366182
2111003,MA,2019,21890731
2104800,MA,2019,75587646
2108009,MA,2019,28459593
2104008,MA,2019,18881688
2102077,MA,2019,12936392
